timestamp,measurement_id,instrument_id,mode,value,unit
2026-05-20T15:12:57.023099Z,ebdae4b6-4d0a-4b4a-8082-d6868f62d45a,,OHM,1004.244289908221,Ω
2026-05-20T15:12:57.284048Z,fa87904a-a26e-448e-b82c-b2c58a125e6d,,OHM,1001.2783177818084,Ω
2026-05-20T15:12:57.546895Z,34bd1b5d-9335-42f5-854e-3ec8e5c1dcc8,,OHM,998.5260454420672,Ω
2026-05-20T15:12:57.807392Z,497d0c66-1a94-4601-9e6e-c858d0d49706,,OHM,1005.9905325995337,Ω
2026-05-20T15:12:58.068521Z,ba9b391f-0053-4a4e-9ae5-d36cb7e96571,,OHM,1007.9738772656808,Ω
2026-05-20T15:12:58.331571Z,bddb0e04-ba71-4e1c-8475-4515efce9860,,OHM,991.143287965215,Ω
2026-05-20T15:12:58.592464Z,2782c0be-93cc-4e5e-873b-b12e01c58b8f,,OHM,1004.8190849658621,Ω
2026-05-20T15:12:58.854148Z,761b22af-fc84-4f79-9795-85010f511dc6,,OHM,999.4669186533329,Ω
2026-05-20T15:12:59.115239Z,913257b1-dbe1-4197-8133-794327bd46be,,OHM,1004.6995660179773,Ω
2026-05-20T15:19:55.981041Z,e5380646-4b3f-45bd-95bf-9bba4930ad13,,OHM,996.8010880299096,Ω
2026-05-20T15:19:56.242796Z,3cae4a9c-db24-4182-a9cf-4f2cdaf69d16,,OHM,1000.7054195179984,Ω
2026-05-20T15:19:56.503749Z,c0adfe46-4e8d-4e0f-9f44-4ae0c067fb83,,OHM,1009.8745732032103,Ω
2026-05-20T15:19:56.765498Z,3e568562-a85b-40a2-b861-d7d4296d9e8b,,OHM,995.9691566451824,Ω
2026-05-20T15:19:57.027292Z,9e22b73d-ce4a-4cf0-a0ec-07cf96eba774,,OHM,994.9168129237642,Ω
2026-05-20T15:19:57.289916Z,ad5ee745-402e-46c2-92e9-df88f5534448,,OHM,1008.8592386903597,Ω
2026-05-20T15:19:57.551661Z,7a4b5f46-0bfe-449d-9ce8-bb2ef19d56a3,,OHM,996.6617629083119,Ω
2026-05-20T15:19:57.812559Z,c11efd45-ff20-4253-bb39-9e617f9ce6a8,,OHM,1001.3515233012174,Ω
2026-05-20T15:19:58.073543Z,51ec0d27-78a8-4c96-802a-516cadf8a949,,OHM,1009.9245691879562,Ω
2026-05-20T15:19:58.335654Z,23e4dbaf-3be6-4570-ad6f-92c393ca204c,,OHM,1005.0905723982619,Ω
2026-05-20T15:19:58.597412Z,fc0e0820-af6a-4ad6-9e86-92dfda900fbb,,OHM,1006.8342705207486,Ω
2026-05-20T15:19:58.858969Z,cbe2d3d1-c528-481e-8b56-46ed56293ac8,,OHM,992.4333784150683,Ω
